Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     40.03     0.00   509564     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_value(std::_Rb_tree_node_base const*)
  0.00     40.03     0.00   404099     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, Promoter*> >::operator++()
  0.00     40.03     0.00   383236     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*)
  0.00     40.03     0.00   371729     0.00     0.00  std::remove_reference<Threefry::Gen>::type&& std::move<Threefry::Gen>(Threefry::Gen&&)
  0.00     40.03     0.00   370609     0.00     0.00  Threefry::Gen::Gen(Threefry::Gen&&)
  0.00     40.03     0.00   368548     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::size() const
  0.00     40.03     0.00   364281     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&)
  0.00     40.03     0.00   363745     0.00     0.00  std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::end()
  0.00     40.03     0.00   360722     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, int> >::_M_const_cast() const
  0.00     40.03     0.00   358890     0.00     0.00  __gthread_active_p()
  0.00     40.03     0.00   350015     0.00     0.00  std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>)
  0.00     40.03     0.00   348750     0.00     0.00  std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>)
  0.00     40.03     0.00   338231     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >::_M_const_cast() const
  0.00     40.03     0.00   335254     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::operator[](unsigned long)
  0.00     40.03     0.00   328334     0.00     0.00  std::pair<int const, Promoter*>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>)
  0.00     40.03     0.00   327120     0.00     0.00  std::pair<int const, Promoter*>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>)
  0.00     40.03     0.00   318856     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     40.03     0.00   315353     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::max_size() const
  0.00     40.03     0.00   313171     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocate(unsigned long, void const*)
  0.00     40.03     0.00   309465     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::construct<std::pair<int const, Promoter*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, Promoter*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     40.03     0.00   309233     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::construct<std::pair<int const, Promoter*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     40.03     0.00   305808     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node()
  0.00     40.03     0.00   303987     0.00     0.00  std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     40.03     0.00   303141     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, int> >::__aligned_membuf()
  0.00     40.03     0.00   298367     0.00     0.00  std::_Rb_tree_node<std::pair<int const, int> >::_Rb_tree_node()
  0.00     40.03     0.00   298213     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::max_size() const
  0.00     40.03     0.00   291594     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, unsigned long)
  0.00     40.03     0.00   291282     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int const, Promoter*> >::__aligned_membuf()
  0.00     40.03     0.00   288401     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*)
  0.00     40.03     0.00   288297     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin()
  0.00     40.03     0.00   285694     0.00     0.00  std::_Rb_tree_node<std::pair<int const, Promoter*> >::_Rb_tree_node()
  0.00     40.03     0.00   285317     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_get_node()
  0.00     40.03     0.00   279836     0.00     0.00  void std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
  0.00     40.03     0.00   278663     0.00     0.00  std::fabs(float)
  0.00     40.03     0.00   264464     0.00     0.00  std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&)
  0.00     40.03     0.00   263257     0.00     0.00  std::_List_node<unsigned long>::_M_valptr()
  0.00     40.03     0.00   262203     0.00     0.00  __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr()
  0.00     40.03     0.00   255598     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::deallocate(std::_Rb_tree_node<int>*, unsigned long)
  0.00     40.03     0.00   255598     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<int>(int*)
  0.00     40.03     0.00   255598     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*)
  0.00     40.03     0.00   255598     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::construct<int, int const&>(int*, int const&)
  0.00     40.03     0.00   255598     0.00     0.00  __gnu_cxx::__aligned_membuf<int>::__aligned_membuf()
  0.00     40.03     0.00   255598     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::operator()<int const&>(int const&) const
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_node<int>::_Rb_tree_node()
  0.00     40.03     0.00   255598     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::deallocate(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, unsigned long)
  0.00     40.03     0.00   255598     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::destroy<int>(std::allocator<std::_Rb_tree_node<int> >&, int*)
  0.00     40.03     0.00   255598     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::allocate(std::allocator<std::_Rb_tree_node<int> >&, unsigned long)
  0.00     40.03     0.00   255598     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<int, int const&>(std::allocator<std::_Rb_tree_node<int> >&, int*, int const&)
  0.00     40.03     0.00   255598     0.00     0.00  std::set<int, std::less<int>, std::allocator<int> >::insert(int const&)
  0.00     40.03     0.00   255598     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&)
  0.00     40.03     0.00   255598     0.00     0.00  std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&)
  0.00     40.03     0.00   255598     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_drop_node(std::_Rb_tree_node<int>*)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int const&>(int const&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*)
  0.00     40.03     0.00   255598     0.00     0.00  std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&)
  0.00     40.03     0.00   255598     0.00     0.00  void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int const&>(std::_Rb_tree_node<int>*, int const&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_iterator<int>& std::forward<std::_Rb_tree_iterator<int>&>(std::remove_reference<std::_Rb_tree_iterator<int>&>::type&)
  0.00     40.03     0.00   255598     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00     40.03     0.00   255598     0.00     0.00  std::_Rb_tree_iterator<int>&& std::forward<std::_Rb_tree_iterator<int> >(std::remove_reference<std::_Rb_tree_iterator<int> >::type&)
  0.00     40.03     0.00   255598     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00     40.03     0.00   253255     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_set_size(unsigned long)
  0.00     40.03     0.00   252964     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_init()
  0.00     40.03     0.00   230543     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00     40.03     0.00   223615     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count()
  0.00     40.03     0.00   190764     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::deallocate(std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long)
  0.00     40.03     0.00   189269     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long)
  0.00     40.03     0.00   186635     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::destroy<std::pair<int const, int> >(std::pair<int const, int>*)
  0.00     40.03     0.00   186541     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*)
  0.00     40.03     0.00   186466     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count()
  0.00     40.03     0.00   184752     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*)
  0.00     40.03     0.00   184604     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*)
  0.00     40.03     0.00   182099     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::deallocate(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long)
  0.00     40.03     0.00   181319     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >::destroy<std::pair<int const, Promoter*> >(std::pair<int const, Promoter*>*)
  0.00     40.03     0.00   181257     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::_Rb_tree_node<std::pair<int const, Promoter*> >*, unsigned long)
  0.00     40.03     0.00   180933     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, Promoter*> >*)
  0.00     40.03     0.00   180324     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > > >::destroy<std::pair<int const, Promoter*> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Promoter*> > >&, std::pair<int const, Promoter*>*)
  0.00     40.03     0.00   179189     0.00     0.00  __gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > >::base() const
